1,1.4078e-16,1,1.3661e-16,1,1.3558e-16,1,-3.15e-17,1,0,1,-1.374e-16,1,3.1895e-16,1,1.2576e-16,1,-6.4478e-17,1,1.4513e-16,1,3.208e-16,1,0,1,-2.8405e-16,1,-8.0591e-17,1,-8.7206e-17,1,0,1,0,1,-8.8347e-17,1,1.5084e-16,1,-1.4598e-16,1,1.3101e-16,1,3.7918e-17,1,0,1,6.7803e-17,1,0,1,1.4343e-16,1,-1.5802e-16,1,-1.4898e-16,1,7.8365e-17,1,5.4732e-17,1,0,1,8.4072e-17,1,7.0297e-17,1,-9.8008e-17,1,-8.1286e-17,1,0,1,7.2361e-17,1,-7.7181e-17,1,7.3998e-17,1,1.1474e-17,1,-2.1068e-16,1,-6.5809e-17,1,-2.0916e-16,1,2.2162e-16,1,1.2459e-16,1,7.2861e-17,1,0,1,-7.3001e-17,1,-7.8388e-17,1,-7.2097e-17,1,0,1,1.948e-16,1,0,1,2.6952e-16,1,0,1,-2.0909e-16,1,9.1919e-17,1,9.745e-17,1,1.0159e-16,1,7.5433e-17,1,0,1,-3.742e-17,1,0,1,1.4735e-16
0,0.54398,-3.4153e-17,0.46975,0,0.16314,-3.7406e-17,0.36098,-3.6103e-17,0.45305,0,0.25925,0,0.1336,0,0.69874,3.2239e-17,0.3673,-1.8142e-17,0.32837,-3.208e-17,0.42143,1.7543e-17,0.32933,0,0.41438,8.0591e-17,0.77786,8.7206e-17,0.83782,2.8499e-17,0.62902,0,0.80677,0,0.75146,0,0.49129,3.6494e-17,0.61719,0,0.61444,0,0.70871,4.1069e-17,0.80253,0,0.4604,3.6038e-17,0.51411,-1.7929e-17,0.25199,-1.9753e-17,0.35578,0,0.72859,0,0.64181,6.3153e-18,0.56567,0,0.64146,8.4072e-17,0.79223,-4.6865e-17,0.92479,1.4701e-16,0.90655,0,0.80628,3.5709e-17,0.59442,0,0.56697,1.1577e-16,0.68407,0,0.77357,0,0.89599,1.4046e-16,0.70672,0,0.37032,-3.4859e-17,0.34285,-1.8468e-17,0.24851,-6.2294e-17,0.22001,1.8215e-17,0.22728,-3.2991e-17,0.30298,0,0.16813,0,0.79219,0,0.42072,6.1679e-17,0.80461,0,0.67177,0,0.7161,-8.0856e-17,0.52232,-2.7904e-17,0.75952,1.0455e-16,0.68341,-9.1919e-17,0.88755,0,0.94369,-5.0793e-17,0.95303,0,0.77035,4.627e-17,0.79515,6.2366e-18,0.81668,0,0.57983,0,0.41546
-0.0046874,0.0056217,0.0087434,0.021666,0.0038791,0.004873,-0.012071,0.0025719,0.014936,0.023947,0.003563,0.0042973,0.0058975,0.0034514,0.028409,0.018913,0.0074173,0.0021832,0.0085626,0.013313,0.021257,0.028583,-0.0063566,0.019444,0.015779,0.00084202,-0.0010281,0.057356,0.0302,-0.028091,0.010089,-0.051685,-0.02096,0.10806,-0.031922,0.096822,0.047802,0.018709,0.031267,0.013736,0.062687,-0.007462,-0.037417,-0.012571,0.00067213,0.042166,-0.007251,-0.0082103,0.015185,0.030544,0.012643,0.0093057,0.04973,0.077908,0.027108,-0.02612,0.06406,-0.044192,-0.045728,0.035656,0.042977,-0.026527,0.014827,-0.008857,-0.030434,-0.023229,0.033086,-0.053308,0.017223,-0.034352,0.07792,-0.010422,0.084218,-0.0020004,0.012073,0.043845,0.061773,-0.039507,0.085805,-0.013803,0.039045,-0.025851,0.053865,0.016837,0.032186,0.010652,0.01716,0.006664,0.004612,0.012322,0.016396,0.0036773,0.034225,0.012618,0.01017,0.012402,0.012351,0.00020488,-0.002779,0.0095222,0.024439,-0.024698,0.008113,0.032834,0.026464,0.015586,0.016115,-0.05767,0.029621,-0.0067257,0.044535,0.029802,0.034818,-0.084991,0.0065228,0.014589,0.03641,-0.01652,0.028646,0.011449,0.040044,-0.089909,0.027986,-0.050829,0.027527,0.012349,0.017308,0.024847
0.020132,0.082724,0.067361,0.0024166,-0.018968,-0.041708,0.033426,0.075478,0.06931,0.00082504,0.019707,-0.0098988,-0.061421,-0.045095,0.04114,-0.0054587,-0.0069915,-0.034615,0.052906,-0.043836,0.038208,-0.037871,0.047599,0.026575,0.0076247,-0.0081469,0.08992,0.017306,-0.012999,-0.039495,-0.018262,-0.0095466,0.096084,0.02822,0.11171,0.0037437,0.06038,-0.0525,0.029339,-0.046956,0.031061,-0.039485,-0.038801,0.086342,0.067957,0.039074,-0.036053,0.026752,0.080946,-0.036745,0.0002106,-0.016328,0.05492,0.0048248,-0.020903,-0.00053966,-0.07141,-0.012603,-0.037574,0.093728,-0.0050767,-0.011073,0.0016188,0.0043855,-0.017122,0.025484,-0.021708,0.045105,-0.055662,0.020446,-0.014344,-0.021121,-0.013914,-0.04951,-0.019047,0.048105,-0.038538,-0.025452,0.042813,0.033442,-0.015618,-0.027747,-0.034156,-0.089729,0.030798,-0.05091,-0.016156,-0.083689,-0.065955,-0.087506,-0.084073,-0.081712,-0.096169,-0.12013,-0.07323,-0.091236,0.013353,0.013961,0.024995,0.0057448,0.030632,-0.018537,0.07433,0.0012765,0.051247,-0.002978,-0.031074,0.16637,0.046865,-0.0034814,0.088458,-0.022193,0.02728,0.065261,0.061611,-0.043229,0.016749,0.0033931,0.043771,0.0017741,0.06146,0.1008,0.0055845,-0.017861,0.04185,0.012709,0.07818,-0.060421
0.062044,-0.0077384,0.074241,-0.0053614,0.10812,-0.0035184,0.093973,-0.0035622,0.072678,-0.0023233,0.09991,-0.0028049,0.10495,-0.0047542,0.028646,0.014501,0.091252,-0.0058568,0.093416,0.001142,0.082341,-0.0031775,0.096229,0.0028153,0.080521,-0.0020378,0.039625,-0.0056182,0.041997,0.015978,0.044035,-0.015714,0.055788,0.031587,0.051541,0.048139,0.053634,0.0026961,0.053667,0.0042454,0.035123,0.025344,0.042016,0.0014133,0.03108,-0.015267,0.083067,-0.0017636,0.076187,-0.0032798,0.098335,-0.0098596,0.097133,-0.045071,0.041171,0.016344,0.0088024,0.027356,0.072768,0.0064391,0.044728,0.031059,0.0036619,0.00636,0.0084357,-0.010168,0.013379,0.032969,-0.013018,-0.010966,0.010488,-0.0053659,0.018735,0.0041728,0.045952,-0.039961,0.014566,0.017651,-0.021148,0.048951,0.043372,0.028684,0.06376,-0.023327,0.075223,-0.0012163,0.095767,-0.0053431,0.10053,-0.0067314,0.089956,-0.0074567,0.077844,-0.013675,0.10343,-0.0095221,0.0060894,0.0065003,0.087131,0.0030486,0.020801,0.031952,0.051803,-0.00093428,0.039808,0.023293,0.093265,0.056672,0.05812,0.020893,0.056387,0.038557,0.051914,0.049795,0.0098471,0.03478,0.010815,0.044736,0.026864,0.010816,0.092641,0.07128,0.063422,0.0042366,0.041122,0.015405,0.082346,-0.0038791
-0.017547,0.053409,-0.023565,0.041082,-0.011704,0.02125,-0.011321,0.059348,-0.0061,0.043922,-0.01454,0.058734,-0.01896,0.030803,0.014449,0.060074,-0.027528,0.065215,-0.0099071,0.04007,-0.019879,0.042938,0.030083,0.021084,-0.022993,0.053194,-0.0040987,0.027021,0.010225,0.012353,-0.045696,0.089977,0.054032,-0.0043324,0.059013,0.042074,-0.0041762,0.043518,-0.011819,0.037151,0.011843,0.047658,0.0075787,0.049872,-0.026698,0.02777,-0.016568,0.058124,-0.015954,0.035032,-0.028966,0.02508,-0.015291,-0.014314,0.012177,0.022127,0.03783,0.071169,0.02638,0.067057,0.03033,0.039219,-0.01203,0.026719,-0.0059183,0.009414,-0.0020292,-0.020115,0.00099218,0.039349,-0.0007987,0.07153,0.0067126,0.031595,-0.0036394,0.022515,0.012507,0.032054,0.017205,0.010756,0.020093,0.021445,-0.046584,0.068708,-0.0036258,0.038749,-0.021014,0.035473,-0.044512,0.051264,-0.023444,0.05796,-0.043894,0.063391,-0.027019,0.05893,-0.007335,0.045467,0.018887,0.042501,0.036293,0.025927,-0.011286,0.043331,0.0078758,0.017662,0.038953,0.0095943,-0.0022744,0.0039597,0.019577,-0.015607,-0.026205,-0.016052,0.055832,0.013675,0.021075,0.0018137,-0.0065073,0.037361,-0.008621,-0.028221,-0.0077274,-0.00067549,0.021765,0.056577,-0.015154,0.032802
-0.0054622,0.011031,0.0089106,0.023689,0.0020881,0.0028834,-0.01025,0.0033854,0.016087,0.02592,0.0016186,0.0048335,0.0035511,0.0015499,0.030819,0.0024085,0.006602,0.00065114,0.012399,0.012554,0.021649,0.01394,-0.0080304,0.016551,0.015268,-0.00038859,-0.0076636,0.032522,-0.0019798,-0.0081867,0.022777,-0.03672,-0.016494,0.037304,0.0033276,0.037528,0.042748,0.013082,0.023374,0.0025689,0.039678,-0.019758,-0.020034,-0.01109,0.00075403,0.013848,-0.0091925,-0.0065368,0.01429,0.026169,0.0052663,0.0098543,-0.0063478,0.04688,0.010493,-0.030769,0.037156,-0.045415,-0.022131,0.012622,0.012839,-0.027816,0.02531,-0.015688,-0.0064185,-2.2531e-05,-0.023433,-0.0422,0.02586,-0.019982,0.064796,-0.009265,0.071659,-0.0034643,-0.019724,0.029468,0.039361,-0.03963,0.024778,-0.040684,0.013041,-0.028556,0.039251,0.016454,0.032822,0.0095002,0.016819,0.004208,0.0033252,0.0011533,0.01348,-0.00027298,0.028189,0.00037077,0.0026255,0.0044391,0.0074736,-0.01686,0.0011277,0.0095939,0.006357,-0.017683,0.0077721,0.02273,0.0077554,0.012798,-0.048637,-0.032679,-0.007233,0.010268,0.0074228,0.0051059,-0.051187,-0.0083901,-0.0020952,0.024647,-0.0095171,-0.023074,0.010769,-0.0061476,-0.063485,-0.0090633,0.017077,-0.0019153,0.025438,-0.0049866,0.015743,0.024267
0.0088646,-0.013902,0.0044932,-0.0024005,0.0057903,-0.0011701,-0.0070234,-0.0014674,0.012057,-0.014476,0.015245,0.0097496,0.008224,-0.014835,-0.024674,-0.015119,-0.00075642,-0.0076164,0.012835,-0.013411,0.0015031,-0.0089449,0.0043263,-0.0039174,-0.001002,-0.0084535,-0.030933,0.0026151,0.016358,0.035744,-0.0055813,-0.031855,-0.072823,-0.011515,-0.061128,-0.018256,-0.0044214,-0.010968,-0.0057159,-0.001618,-0.016976,0.011933,0.0059999,-0.030651,-0.023218,-0.011365,0.0053103,0.0095054,-0.00048974,-0.0035202,0.0040624,0.01344,-0.020094,0.032949,-0.0062142,0.0027996,-0.0046035,0.013021,0.030427,-0.042101,-0.010297,0.025372,-0.00039151,-0.018955,0.028678,-0.015575,0.012821,0.031918,0.024074,-0.016509,-0.016965,-0.020968,-0.0016963,-0.0060637,0.019932,-0.019823,-0.0055242,0.0039708,-0.032316,0.0083393,-0.0029848,0.01531,0.015942,-0.010546,0.0015248,-0.018076,0.0053399,-0.010184,-0.0046458,-0.010788,-0.0075976,-0.02,0.00037068,-0.0052692,0.0010157,-0.017103,-0.017325,0.0035244,0.0035118,-0.019209,0.0084773,0.032171,-0.01708,-0.011074,-0.007145,0.014272,0.01249,0.0076147,0.018336,0.019769,-0.023584,0.023045,0.046295,0.015345,-0.0067958,0.030659,-0.0053416,0.020636,-0.024053,0.0053464,0.031252,0.0089255,0.009735,-0.01143,-0.011907,-0.011681,0.016435,-0.0065168
0.0016949,-0.0091826,0.01941,-0.0090164,0.038772,-0.0020411,0.026128,-0.00033063,0.015026,-0.007465,0.030337,-0.0035677,0.035824,-0.0028601,-0.014188,0.010319,0.025076,-0.0070944,0.027509,-0.0031415,0.012877,-0.0053009,0.032942,0.0071447,0.013178,-0.0027194,0.0058488,-0.00014043,0.011564,0.0044512,0.0055025,0.00062103,0.021543,0.026929,0.010643,0.015343,-0.0014377,0.0044321,0.014555,0.010591,0.00041269,0.027156,-0.0018715,0.00077111,-0.010508,-0.00077441,0.020067,-0.0043252,0.020772,-0.0057337,0.035167,-0.011111,0.048059,-0.010439,0.012109,0.023106,-0.018247,0.028079,0.010182,0.0035799,0.015577,0.02748,-0.015805,0.00782,0.010038,-0.0080246,0.026674,0.013669,-0.032016,-0.007281,-0.024971,-0.0050586,-0.022257,0.0043183,0.022242,-0.01876,-0.0024193,0.023225,-0.00047067,0.049415,0.018663,0.020232,0.0061559,-0.022048,0.0090422,-0.00391,0.024322,-0.0059606,0.02846,-0.0029311,0.022431,-0.0029135,0.0082511,-0.0078923,0.034373,-0.0017005,-0.012818,0.010817,0.025357,0.0055103,0.015906,0.020584,0.0067045,0.0030065,0.022852,0.011787,0.036967,0.0026832,0.019732,-0.004967,0.040094,0.027193,0.02734,-0.018873,-0.0075966,0.016821,0.016616,0.020719,0.0027199,0.017428,0.037435,-0.0082079,0.011113,0.0019937,-0.010389,0.019475,0.023548,-0.0054455
-0.0078441,0.016925,-0.012608,0.0044421,-4.9548e-05,0.0031173,0.0033761,0.0099246,-0.015042,0.013574,-0.007199,0.019889,-0.017486,0.012367,-0.006461,0.011992,-0.0080487,0.013941,-0.008375,0.01692,0.00013274,0.015758,0.0055363,0.012721,-0.0015348,0.030203,0.0026702,0.0093903,-0.0088756,0.010528,0.034917,-0.005731,-0.0039586,0.0047858,-0.023077,0.0053181,0.0088064,0.017679,0.014939,-0.007853,0.0028677,2.0838e-05,0.0032674,0.0044947,0.010561,0.017065,-0.0032151,0.018088,0.0011033,0.013829,-0.0081482,-0.0045588,0.029381,0.005166,0.0062097,0.0026825,0.0065579,-0.0017581,-0.019275,-0.0051698,0.0020345,-0.013203,0.011746,-0.0010476,0.0032549,-0.0088142,-0.010311,-0.011754,0.0082145,0.0006727,0.0041095,0.0075503,-0.00045658,0.0092698,-0.019059,-0.010947,0.017618,-0.00092813,0.012162,-0.0060128,-0.013283,-0.0066863,-0.012688,0.0093901,-0.0012037,0.019784,-0.0085168,0.013365,-0.014582,0.015004,-0.017593,0.016746,-0.013869,0.0094631,-0.014755,0.0082767,0.005366,-0.009686,0.0086999,0.014627,-0.015598,-0.010352,0.0071613,0.012355,-0.018931,-0.014926,-0.026358,0.014765,-0.021198,0.024948,-0.0089162,-0.0031225,-0.03259,0.019103,-0.028184,0.0070153,-0.020524,-0.0037501,0.012131,0.00035994,-0.033881,0.034996,0.015838,0.012603,0.0098502,0.013731,0.00070457,0.007069
0.0035701,0.012072,0.0081138,0.015929,0.00076923,0.0020983,-0.0067613,0.00018641,0.012238,0.020181,1.1381e-05,0.0047441,0.0036475,0.0025575,0.019987,-0.0080222,0.0050615,-4.437e-06,0.0092048,0.008654,0.017154,0.013097,-0.0038359,0.011068,0.014042,-0.001786,-0.003423,0.0052667,-0.0096068,0.0076972,0.010314,-0.013047,-0.0051811,-0.0011247,-0.0021545,-0.0017098,0.032542,0.0040087,0.0093878,-0.0071725,0.012194,-0.022125,0.00092956,-0.0017788,0.011557,-0.0012365,-0.0068468,-0.0026999,0.0077695,0.014285,-0.00063725,0.0075064,-0.0055845,0.0085793,-0.0067363,-0.019012,0.011306,-0.022195,-0.0027099,0.028772,-0.0046104,-0.015701,0.014611,-0.01787,0.0085403,0.015338,-0.02889,-0.0046161,0.02173,-0.0033221,0.037881,-0.0046799,0.045168,-0.0030055,-0.0087807,0.011838,0.010703,-0.017473,-0.0039744,-0.024111,-0.0059886,-0.011986,0.025089,0.015951,0.02708,0.0083163,0.014167,0.006348,0.006525,0.0011437,0.014136,-0.00042577,0.025759,0.0054289,0.0050937,0.0013873,-0.0012564,-0.023627,0.005653,0.0071001,-0.017614,-0.002561,0.0087112,0.0051136,-0.0011501,0.01124,-0.0091725,0.0014841,-0.0031866,0.020436,-0.014934,0.0012738,-0.0068487,0.018592,-0.012067,0.0029589,-0.021295,-0.00079476,-0.0035105,-0.016757,0.0046282,0.014693,0.0060492,-0.011468,0.016306,-0.01182,0.0097826,0.015753
0.012388,-0.0065858,-0.0049629,-0.0031339,-0.0043143,0.0019717,-0.00037544,-0.0034141,0.0034038,0.0026606,0.0037679,0.0074154,0.0028033,-0.0035331,-0.0028253,0.0090421,-0.0031098,0.0008906,0.0037455,-0.00037184,-0.00088557,-0.0027873,0.0014765,-0.0070205,-0.0019465,-0.0041368,-0.0056472,-0.0029016,0.0064362,-0.010154,0.0073928,0.016292,0.0018046,0.0040777,0.00084368,0.015501,-0.0082423,-0.004359,-0.010914,0.0048567,-0.0061882,0.015777,0.0026357,-0.01027,0.0045126,-0.0083929,0.0048827,0.00023016,-0.0045369,-0.00013306,-0.0049667,0.010481,-0.01284,-0.0027808,0.0062033,0.01597,0.0098595,0.01236,0.0082677,0.002479,0.0021856,0.011083,-0.0028707,0.0053162,-0.00040252,0.0013316,0.015497,0.0010582,-0.00052357,-0.0027094,0.0053241,0.0052821,-0.0018075,0.0010903,0.0025531,0.018728,0.0045408,0.013736,0.0022113,0.0065179,0.012647,0.0078623,6.5815e-06,0.0098743,0.0030783,-0.0047698,0.0033774,-0.0071727,-0.0094173,-0.0072325,-0.0018888,-0.00021453,-0.0015461,-0.00095382,-0.003919,0.0024393,-0.0011264,0.0053983,0.0013726,-0.011863,0.0094902,0.0073805,-0.0073991,-0.0042098,0.010229,0.0047164,1.0605e-06,-0.024127,0.007902,-0.015534,0.0084177,0.014147,0.0014861,-0.026869,-0.0032075,-0.0020696,0.012772,-0.00056226,-0.0023994,0.0082909,0.0057593,-0.025111,-0.01152,0.024427,-0.012344,0.0064188,-0.0023637,-0.001899
